StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81,Q81,Q82,Q83,Q160,Q84,Q93,Q94,Q95,Q159,Q96,Q92,Q94,Q95,Q96,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q134,Q160,Q135,Q118 - Topics
2019-05-21 07:24:33,2019-05-21 07:39:49,IP Address,,100,916,True,2019-05-21 07:39:50,R_1hRJCbi12dvgmky,,,,,,,anonymous,HE,זכר,20,5,כן,תואר ראשון,2,,,,,,Yes,"(calculate_difficulty(grid_size, num_of_mines",game_time,game_board,make a given square's value (by coordinates) visible to the player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מחשב את כיוון הנסיעה הרצוי ואת מספר הקומות לנסיעה בהתאם לקומה הנוכחית ולקומת היעד, ונוסע בהתאם",destination_floor,current_floor,floor_distance,door_state,"close_door()
current_floor = 0
while (current_floor < MAX_FLOOR):
        go_up(1)
        open_door()
        close_door()
",MAX_MONTHLY_BENEFIT,BENEFIT_TO_ILS,current_month_benefits,"has_benefits_left(entitled, used",,,,,כן,לא,לא,
2019-05-21 05:52:06,2019-05-21 07:43:23,IP Address,,100,6676,True,2019-05-21 07:43:23,R_7afyviSnKXNxo9H,,,,,,,anonymous,HE,זכר,26,2,כן,תואר ראשון,3,כן,"shula_game(row,col,,num_mine)",time_stamp,shula_radius,,,,,,,,,,,,,calculate wages,,,,,,,,,,,,,,,,,,,,win_x,find were the x or o lended,idenfiy which in row its lended,idenfiy which in col  its lended,"grid_func(grid_row,grid_col)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
2019-05-21 08:26:23,2019-05-21 08:47:04,IP Address,,100,1241,True,2019-05-21 08:47:04,R_2UgrsGR8pM2o196,,,,,,,anonymous,HE,זכר,19,8,לא,,,כן,"float rate_difficulty(int board_width, int board_height, int mine_count)",game_duration,mine_board,בודק משבצת בלוח המוקשים ומבצע פעולה מתאימה לפי התוצאה מלוח המוקשים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gameboard,"משער שמשמשת להצבת ערך במטריצת מצב הלוח, אבל חסרה אינדיקציה לגבי של מי התור ואיך לוח המשחק נכנס לתמונה",לציין באיזו שורה בלוח מבצע המהלך בחר,לציין באיזה טור בלוח מבצע המהלך בחר,display_gameboard(char[] gameboard),,,,,,,,,,,,,,,,,בודק איפה נמצאת קומת היעד ביחס לקומה הנוכחית ומעלה/מוריד את המעלית מספר קומות מסוים על מנת להביא אותה אל קומת היעד,destination_floor,current_floor,floor_difference,is_door_open,"for floor in floor count - 1:
go up(1)
open door
wait
close door",,,,,,,,,לא,,לא,
2019-05-21 08:57:11,2019-05-21 09:41:22,IP Address,,100,2651,True,2019-05-21 09:41:22,R_Z477TIifFMJ0I0x,,,,,,,anonymous,HE,זכר,25,1,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,pay an employee a salary according to to the hours and rate given,to represent the number of work hours passed since the last payment, represent the current fixed rate wanted for the employee,"pay (hours, rate){
int salary=hours*rate;
this.send_money(salary)
",FULLTIME_REQUIRED,overtime_rate,,,,cheese_location,visited_locations,Maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONTHLY_PINUK_MAX,PINUK_REQUIREMENT,monthly_pinuks,"bool can_get_pinuk(int monthly_pinuks, int pinuks_taken)",לא,,לא,
2019-05-21 07:28:49,2019-05-21 10:39:30,IP Address,,100,11441,True,2019-05-21 10:39:30,R_1HhpHTQygiNDW51,,,,,,,anonymous,HE,נקבה,25,2,כן,תואר ראשון,2,,,,,,Yes,"int levelDifficulty (int* grid_size, int mines_num)  ",game_time,mines_grid,"בהינתן שורה ועמודה, האם יש שם mine","מחשב עבור עובד כמה הוא צריך לקבל בפרק זמן שהוא עבד (יום, חודש..)",שעות העבודה בפועל של העובד,השכר שאותו עובד מקבל לשעה בשקלים,"int pay (int hours, int rate){
  return hours*rate;
}",MAX_REGULAR_HOURS,overtime_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,מקבלת קבוצת קבצים ומסדרת אותם לפי השם (כנראה לקסיקוגרפית),מצביע למקום בו שמורים הקבצים הרלוונטים למיון. טיפוס file*,file* מערך קבצים או (פחות סביר) רשימת קבצים ,"bool CheckSpaceInDisk(delta, free_space)",,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
2019-05-21 11:52:24,2019-05-21 12:04:10,IP Address,,100,706,True,2019-05-21 12:04:10,R_1Lu6oAunpeejWru,,,,,,,anonymous,HE,זכר,29,3,כן,תואר ראשון,4,,,,,,,,,,,משלם לעובד עבור מספר שעות,מציין עבור כמה שעות צריך לשלם,לא יודע,לא כל כך הבנתי,FULL_TIMER_MAX_HOUR,EXTRA_TIME_PAY_ADDITION,,,,,,,,,,cheese_location,visited_room,maze,,,,,,,,,,,,,,board,מהלך של שחקן בו הוא מכניס עמודה ושורה המייצינות מיקום בלוח,באיזה שורה,באיזה עמודה,board_display(Board b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לא,,לא,
2019-05-21 12:25:15,2019-05-21 12:31:48,IP Address,,100,392,True,2019-05-21 12:31:48,R_2uKWd03UXr8FdAG,,,,,,,anonymous,HE,נקבה,25,3,כן,תואר ראשון,3,,,,,,,,,,,תשלום לעובדים,כמה שעות הוא עבד החודש,שכר שעתי,return rate*hours;,FULL_TIME_VALUE,OVERTIME_INCREASE,,,,,,,,,,,,,,,,,,,,,grid_state,לוקח צעד יחיד של השחקן הנוכחי,באיזו שורה מסמנים את האיקס\ עיגול,באיזו עמודה מסמנים את האיקס\ עיגול,display_board(Grid current_board),,,,,,,,,,,,,,,,,,,,,,מחליט האם המעלית צריכה לעלות או לרדת כדי להגיע ליעד,dest,cur,input,door_state,,,,,,,,,,לא,,לא,
2019-05-21 12:21:19,2019-05-21 12:37:07,IP Address,,100,948,True,2019-05-21 12:37:08,R_2t9GxeZJJQGc2ws,,,,,,,anonymous,HE,זכר,25,5,כן,תואר ראשון,3,,,,,,Yes,"init_game(size_x, size_y)",game_time,game_board,upon user clicking the board the function will receive the row&col and expose the locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,sorting the files by alphanumeric order,list of files objects,void,"expand_file(file, requested_size)",,,,,,,,,,,,,,,,,,max_customer_benefits,acquire_benefit_amount,current_month_client_benefits_amount,"use_benefit(current_month_client_benefits_amount, used_client_benefits_this_month)",,,,,לא,,לא,
2019-05-21 12:39:16,2019-05-21 12:59:47,IP Address,,100,1230,True,2019-05-21 12:59:47,R_2RVqWuKJuRJMw9L,,,,,,,anonymous,HE,זכר,26,0,כן,תואר ראשון,3,,,,,,Yes,"GetGameDifficultyLevel(grid_size, num_of_mines)",Game_time,Adj_mines,Exposes the given coordinate,מחזיר את השכר החודשי של עובד ,מספר השעות אותן העובד עבד החודש,השכר השעתי של העובד ,Return rate * hours,BASE_HOUR_RATE,EXTRA_HOURS_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILE_SIZE,Returns a list of files in lexicographical order,"It’s a list, and it’s role is to be arranged in lezicographical order",The arranged list,"IsSpaceSufficient(file, increase_size, available_space)",,,,,,,,,,,,,,,,,,,,,,,,,,לא,,לא,
2019-05-21 10:42:16,2019-05-21 14:01:46,IP Address,,100,11969,True,2019-05-21 14:01:46,R_3e9XifMylHqyMBK,,,,,,,anonymous,HE,נקבה,26,1,כן,תואר ראשון,4,,,,,,,,,,,מגדיר את הסכום שיש לשלם עבור כמות השעות הנקוב והתעריף,להגדיר את כמות השעות שעבר העובד בתקופת הזמן עליה אנחנו מחשבים את השכר,להגדיר את התעריף השעתי של העובד,"pay(hours,rate):

return hours*rate",WORK_HOURS_PER_WEEK,extra_hour_rate,,,,,,,,,,,,,,,,current_board_state,fills the cell of the board at the row and column specified as arguments,define the line of the cell to fill (horizontal), define the column of the cell to fill (vertical),display_board(current_board_state),,,,,,,,,,,,,,,,,,,,,,,,,,,"מגדיר את אופן הפעולה של המעלית כעת - אם לעלות או לרדת, לפי המשתנים הנתונים",source_floor,destination_floor,floor_difference,door_state,"var1=0
var2=1
while var2<max_floor:
    go_up(1)
    var1=var2
    var2=var2+1

",,,,,,,,,כן,לא,כן,
2019-05-21 05:45:34,2019-05-21 05:46:45,IP Address,,67,70,False,2019-05-22 05:46:47,R_1dAB9GP85jS4zqq,,,,,,,anonymous,HE,נקבה,24,2,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22 05:46:43,2019-05-22 05:57:19,IP Address,,100,635,True,2019-05-22 05:57:22,R_3elba9kRwqsTS8a,,,,,,,anonymous,HE,זכר,18,2,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board,puts a sign in a cell,the Y place of the cell,the X place of the cell,show_board(board),,,,,,,,,,,,,,,,,,,,,,,,,,,מעלה או מוריד את המעלית על פי המשתנים var1 או var2,current_floor,required_floor,floor_difference,opened,,,,,,max_benefits,benefit_factor,num_of_benefits,benefits_remain,כן,לא,לא,
2019-05-21 05:56:45,2019-05-21 06:18:39,IP Address,,92,1314,False,2019-05-22 06:18:50,R_yCr2YxzmECfPeiR,,,,,,,anonymous,HE,זכר,19,2,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaxPinook,Pinook,MonthlyPinook,pinookLeft,,,,
2019-05-21 05:45:02,2019-05-21 06:31:15,IP Address,,62,2773,False,2019-05-22 06:31:19,R_BKFKSbqCbZwhHxv,,,,,,,anonymous,HE,זכר,18,3,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 06:49:11,2019-05-21 07:05:24,IP Address,,63,972,False,2019-05-22 07:05:27,R_2b3sKSDDHCbrFoZ,,,,,,,anonymous,HE,זכר,20,6,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 07:24:59,2019-05-21 07:27:33,IP Address,,69,153,False,2019-05-22 07:27:49,R_cO01AyLooDfgNW1,,,,,,,anonymous,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 06:51:27,2019-05-21 08:26:47,IP Address,,68,5719,False,2019-05-22 08:26:49,R_2c6MjTtdm0s4IIG,,,,,,,anonymous,HE,זכר,27,15,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 08:43:56,2019-05-21 08:48:53,IP Address,,67,297,False,2019-05-22 08:49:18,R_3HNaNkzverI8qx7,,,,,,,anonymous,HE,זכר,25,2,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 09:11:17,2019-05-21 09:12:05,IP Address,,62,48,False,2019-05-22 09:12:22,R_3J2k2XS9VRx8uuj,,,,,,,anonymous,HE,נקבה,25,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 09:54:18,2019-05-21 09:56:36,IP Address,,61,137,False,2019-05-22 09:56:39,R_UKMCCG28QU7tRx7,,,,,,,anonymous,HE,נקבה,24,1,כן,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 10:57:50,2019-05-21 11:00:52,IP Address,,65,181,False,2019-05-22 11:01:26,R_2YKzqJhGtgB9BOh,,,,,,,anonymous,HE,זכר,30,4,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 12:43:46,2019-05-21 12:46:30,IP Address,,62,163,False,2019-05-22 12:46:38,R_emv5IZIug2V6NqN,,,,,,,anonymous,HE,זכר,27,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 12:52:29,2019-05-21 13:28:56,IP Address,,90,2186,False,2019-05-22 13:28:57,R_riJtUYGIABSaMOl,,,,,,,anonymous,HE,זכר,26,4,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file_size,הפעולה מסדרת את כל שמות הקבצים לפי סדר השם שלהם.,רשימה של שמות הקבצים ,רשימה של הקבצים שמסודרת לפי השמות שלהם,"SpaceInDisk(file,space_on_disk, increase _space)",,,,,,,,,,,,בהינתן הקומה הנוכחית var2 והקומה שאליה רוצים ללכת var1 מחושב ההפרש ב var3 וזה מספר הקומות שיורדים או עולים בהתאמה,target_floor,current_floor,floor_distance,door_state,"עבור i מ 0 ועד max_floor בצע:
go_up(1)
פתח דלת
door_state = 0
סגור דלת",,,,,,,,,,,,
2019-05-22 15:12:20,2019-05-22 15:37:12,IP Address,,100,1491,True,2019-05-22 15:37:12,R_00LdBYdB5olAWat,,,,,,,anonymous,HE,נקבה,23,1,כן,תואר ראשון,3,,,,,,,,,,,מחשב את שכר העובד,מספר השעות שהעובד עבד,שכר שעה של העובד,return rate * hour,full_time_job_hours,salary_per_overtime_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ממש את הפונקציונליות של העליה והירידה של המעלית,destination_floor,origin_floor,floors_distance,elevator_door_state,"int current_floor = 0
while current_floor < elevator.number_of_floors 
}
go_up(1)
elevator_door_state = open
{",,,,,max_pinukim_per_month,shekels_per_pinuk,amount_of_pinukim,"  amount_of_pinukim ,spended_pinukim int available_pinukim (int ",כן,כן,כן,
2019-05-23 00:39:41,2019-05-23 01:12:15,IP Address,,100,1954,True,2019-05-23 01:12:15,R_2AMPq2mpBIkanm0,,,,,,,anonymous,HE,זכר,36,11,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file_size,היא מקבלת רשימה של שמות קבצים וממיינת אותו על פי השם (אלפבתי),מערך של מחרוזות. כל מחרוזת היא שם של קובץ,פוינטר למערך הממוין,"(canFileBeIncreased(file, sizeAddition, diskFreesapce",,,,,,,מניע את המעלית לקומה המבוקשת,detestationFloor,currentFloorPosition,floorsToMove,isDoorOpen,"(for(i=1 to NUM_OF_FLOORS_IN_BUILDING{
go_up(1)
openDoor()
wait()
closeDoor()",,,,,MONTHLY_MAX_PINUKS,MONEY_REQUIRED_FOR_PINK,currentMonthPinuksAvailable,"(calculateRemainingPinuks(pinuksAvailable, pinuksUsed",כן,לא,לא,
2019-05-22 01:51:08,2019-05-22 01:54:06,IP Address,,66,178,False,2019-05-23 01:54:14,R_29cveCMnkYC7kLU,,,,,,,anonymous,HE,נקבה,24,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 12:13:18,2019-05-22 09:50:19,IP Address,,65,77820,False,2019-05-23 09:51:11,R_0ilGaRkzOtlsSnD,,,,,,,anonymous,HE,זכר,26,4,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22 10:22:18,2019-05-22 10:23:15,IP Address,,59,57,False,2019-05-23 10:23:17,R_3g1LtantcxfnM1x,,,,,,,anonymous,HE,נקבה,23,5,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22 05:44:36,2019-05-22 16:08:34,IP Address,,78,37437,False,2019-05-23 16:08:46,R_2cbgRya4MBDvUsT,,,,,,,anonymous,HE,,18,4,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-23 01:04:47,2019-05-23 01:06:05,IP Address,,68,77,False,2019-05-24 01:06:23,R_ReQOY7Yz0Iw6EsF,,,,,,,anonymous,HE,זכר,33,12,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-26 01:23:38,2019-05-26 01:39:42,IP Address,,100,964,True,2019-05-26 01:39:42,R_1dgmEsOhnJ0PD22,,,,,,,anonymous,HE,זכר,48,21,לא,,,כן,"get_game_difficulty(num_rows, num_cols, num_mines)",time_elapsed,grid_box_state,"exposes what's in the grid box (row, col) and it's neighbors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,game_grid,"adds X or O, depending on whose turn it is, in (row,col) of game_grid",row in grid,column in grid,display_game(game_grid),,,,,,,,,,,,,,,,,,,,,,מחליט אם וכמה קומות לעלות או לרדת,wanted_floor,current_floor,diff_floors,is_floor_open,"current_floor = 0
while current_floor <= LAST_FLOOR:
open_door(current_floor)
++current_floor
",,,,,,,,,לא,,לא,
2019-05-26 01:31:58,2019-05-26 01:53:57,IP Address,,100,1318,True,2019-05-26 01:53:57,R_6glhTMgoboBKClj,,,,,,,anonymous,HE,זכר,30,8,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tictactoe_board_status,for one player to make a turn during the game,the row on the board in which to mark your turn,the column on the board in which to mark your turn,"display_board_status(tictactoe_board_status, player)",,,,,,file_size,arranging files in alphabetical order by their name,"the parameter is a list of files, It's job is to pass the file names to the function for it to ber able to return a sorted list.",a sorted list of file names.,"can_file_be_enlarged(file, size_to_add, available_disk_space)",,,,,,,,,,,,,num_expiring_benefits,expenditure_per_benefit,num_current_benefits,"can_customer_use_benefit(num_current_benefits, num_used_benefits)",,,,,לא,,לא,
2019-05-27 00:38:37,2019-05-27 00:41:14,IP Address,,64,156,False,2019-05-28 00:41:23,R_sTjSr9lIgARFczL,,,,,,,anonymous,HE,זכר,33,12,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29 06:19:37,2019-05-29 06:43:10,IP Address,,100,1412,True,2019-05-29 06:43:10,R_3FWFygmv9tXR1cY,,,,,,,anonymous,HE,זכר,28,10,לא,,,כן,"get_game_difficulty(num_rows,num_columns,num_mines)",elapsed_time,square_value,מציג את המשבצת בשורה row ועמודה col,,,,,,,,,,,,,,,,,,,,,current_cheese_location,current_visited_locations,maze,,,,game_state,changes the state of the game by placing X or O in the row and column according to the current player's turn,the row to put the mark,the column to put the mark,show_game(game_state),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,כן,כן,
2019-06-03 07:25:20,2019-06-03 07:34:30,IP Address,,100,550,True,2019-06-03 07:34:30,R_25vEuChJ2RG6aeB,,,,,,,anonymous,HE,זכר,26,2,כן,תואר ראשון,3,כן,"get_difficulty(rows, cols, mines_number)",time,board_data,חושף ערך של תא,,,,,,,,,,,,,,,,,,,,,,,,cheese_location ,visited_rooms ,labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pinuk_max_number,pinuk_rate,pinuk_number_deserved,"allowed(pinuk_number_deserved, pinuk_number_used)",כן,לא,כן,
2019-06-04 02:00:29,2019-06-04 02:08:25,IP Address,,100,475,True,2019-06-04 02:08:26,R_27qT28LSyxyNkqL,,,,,,,anonymous,HE,זכר,25,1,כן,תואר ראשון,4,,,,,,Yes,get_difficulty,time,mine,חושפת האם יש מוקש,,,,,,,,,,,,,today_cheese_spot,spots_already_visited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מקטין מספר,up,down,delta,door_state,"לכל קומה בקומות
פתח דלת של קומה",,,,,,,,,כן,לא,כן,
2019-06-04 02:00:53,2019-06-04 02:13:26,IP Address,,100,753,True,2019-06-04 02:13:27,R_2Tmz0Q5jRzDVDKJ,,,,,,,anonymous,HE,זכר,25,2,כן,תואר ראשון,2,כן,Set_difficulty,Game_time,Cell_info,אומר מה יש בתא לפי השורה ועמודה,,,,,,"מחשב כמה שעות עבד ומה השכר שהוא מקבל לשעה ומחזיר
 חישוב של כמה העובד צריך לקבל",כמה שעות עבד,כמה מקבל לשעה בשקלים,Return hours*rate,HOURS_PER_WEEK,RATE_PER_HOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לא,,לא,
2019-06-04 02:02:39,2019-06-04 02:15:12,IP Address,,100,752,True,2019-06-04 02:15:12,R_3s0tOexLfN2yTpS,,,,,,,anonymous,HE,נקבה,25,1,כן,דוקטורט ומעלה,3,,,,,,,,,,,,,,,,,,,,,,,Cheese_pos,Trace_steps,Maze_rooms,,,,,,,,,,,,,,,,,Board_matrix,לסמן איקס או עיגול במשבצת כלשהי בלוח,מספר השורה שהשחקן יסמן בה את התור שלו,מספר העמודה שהשחקן יסמן בה את התור שלו,Display_board(Board_matrix),,,,,,,,,,,,,,,,,,,,,,,,,,,מקסימום פינוקים,פינוק 1,מספר פינוקים חודשי,Has_more_pinukim,לא,,לא,
2019-06-04 02:05:23,2019-06-04 02:16:17,IP Address,,100,654,True,2019-06-04 02:16:17,R_27U4S3T1BaUh14K,,,,,,,anonymous,HE,נקבה,23,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,Cheese_pose,Visited_rooms,Maze,,,,,,,,,,,,Grid_state,"Places and x or o in the cell with 
Row roe and clounmm col",Row to place x or y,Column where to place x or o,Show_grid(),,,,,,,,,,,File_size,Sorting the files by name,Array of files to sort,Sorted array,"Check_resize(size_to_inlarge,free_disk_space)",,,,,,,,,,,,,,,,,,,,,לא,,לא,
2019-06-04 01:58:28,2019-06-04 02:21:36,IP Address,,100,1387,True,2019-06-04 02:21:37,R_2t3bKDBWBQHZ92E,,,,,,,anonymous,HE,נקבה,25,1,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board_status,"מעדכנת את לוח המשחק במקום הנתון בקלט לפי התור הנוכחי, איקס או עיגול","לתאר את מספר השורה 1,2 או 3 בלוח המשחק","לתאר את מספר העמודה 1,2, או 3 בלוח המשחק",Display_xo_board(board_status),,,,,,,,,,,,,,,,,"בהתאם לקומה שנלחצה, קטע הקוד מכריע למעלית את הכיוון וכמה קומות בדיוק היא צריכה לרדת/לעלות",destination_floor,current_floor,num_of_floors,elevator_door_status,"For floor in building:
Open elevator door
Wait few seconds
Close elevator door
Go up(1)
",MAX_NUM_BENEFITS,AMOUNT_FOR_1_BENEFIT,Curr_month_benefits,"bool check_benefit_balance(benefits_used, curr_month_benefits)",,,,,כן,לא,כן,
2019-06-04 02:21:15,2019-06-04 02:38:35,IP Address,,100,1040,True,2019-06-04 02:38:36,R_3HT7A18R6grGYbZ,,,,,,,anonymous,HE,נקבה,24,2,כן,תואר ראשון,3,,,,,,,,,,,"מתודה שמחשבת שכר כולל עבור העובד, בהתאם להיקף השעות שעבד","מיצג מספר שעות שהעובד עבר, כפרמטר לתשלום הכולל","מיצג שכר שעתי של העובד, כפרמטר לתשלום הכולל",Return hours*rate,Full_job_hours,Payment_extra_hours,,,,,,,,,,Dayly_target,Visited_rooms,Maze,,,,,,,,,,,,,,,,,,,File_size,Display the files' names sorted by name,The parameter is container of the file that the user want to sort,Array,"Wherher_memory_to_increase(fileToCheck, increaseRate, availableSpace)e",,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
2019-06-04 02:31:36,2019-06-04 02:38:44,IP Address,,100,427,True,2019-06-04 02:38:44,R_cT22K5WvR0OJiYp,,,,,,,anonymous,HE,זכר,28,4,לא,,,,,,,,Yes,"get_difficulty_level(grid_size, mines_number)",time,board_data,"expose the value at (row, col) in the grid",,,,,,,,,,,,,cheese_place,visited_rooms,maze,,,,,,,board,"place sign in (row, col) at the board",row chosen in the grid,col chosen in the grid,display_board(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,כן,כן,
2019-06-04 02:31:18,2019-06-04 02:44:43,IP Address,,100,804,True,2019-06-04 02:44:43,R_31XjfL84judg3U0,,,,,,,anonymous,HE,זכר,30,2,לא,,,,,,,,Yes,"int getGameDifficulty(int grid_size, int number_of_mines)",time_passed,grid_data,"expose what the cell (row,col) in the grid holds",,,,,,,calculate how much an employee should be paid according to the hours he worked and the rate he gets.,how many hours the employee worked,how much money an employee gets per hour,"float pay(hours, rate){
return hours*rate;
}",FULL_TIME_NUM_OF_HOURS,EXTRA_HOURS_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAX_BENEFITS_PER_MONTH,BENEFIT_COST,BENEFITS_AVAILABLE,"isBenefitAvailable(available_benefits,used_benefits)",כן,לא,כן,
2019-06-04 03:42:15,2019-06-04 03:56:53,IP Address,,100,878,True,2019-06-04 03:56:53,R_3JqHV7bs5EGBJfo,,,,,,,anonymous,HE,זכר,27,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,curr_pos,visited,rooms,,,,,,,board_state,"Sets X or O(player dependent) in the (row,column) coordinate on the board",To choose the row of the board,To choose the column of the board,board_display(),,,,,,,,,,,,,,,,,,,,,,,,,,,מחליט על כיוון הנסיעה ומתחיל את הנסיעה בהתאם למספר הקומות. ,target,curr,num_of_floors,door_state,"counter=0
start_while(counter < NUM_OF_FLOORS):
door_open()
counter++
end_while",,,,,,,,,כן,לא,לא,
